Unique_ID,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Metabolism_W,Temperature_C,Q10,Trophic,Group,Family,Genus,Reference,Note_mass,Note_metabolism,Note_name
3322,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0716,0.0000453,8,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3323,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0749,0.0000275,8,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3324,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0615,0.0000405,8,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3325,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0623,0.0000445,8,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3326,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0734,0.000047,11.5,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3327,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0495,0.0000429,11.5,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3328,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0658,0.0000405,11.5,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3329,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0726,0.000119009,15,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3330,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0712,0.000169203,15,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3331,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0519,0.000127914,15,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3332,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0775,0.000136011,15,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3333,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.081,0.000102818,15,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3334,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0669,0.000132772,15,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3335,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.069,0.000157869,15,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3336,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0669,0.00011739,15,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3337,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0656,0.0000801,18.5,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3338,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0741,0.0000761,18.5,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3339,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0737,0.0000721,18.5,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3340,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0512,0.00015625,18.5,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3341,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0658,0.000085,18.5,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3342,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0659,0.000101198,18.5,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3343,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0763,0.0000761,18.5,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3344,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0588,0.000200777,22,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3345,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.073,0.000352979,22,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3346,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0539,0.000262306,22,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3347,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0465,0.000124676,22,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3348,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0676,0.000194301,22,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3349,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0672,0.00033274,22,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3350,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.058,0.000208873,22,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3351,4,5,Invertebrate,Coleoptera,Pterostichus oblongopunctatus,0.0457,0.000248543,22,2,,Insecta,,Pterostichus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3352,4,5,Invertebrate,Coleoptera,Reichebnachia sp.,0.000077,0.00000082,25,2,,Insecta,Pselaphidae,Reichebnachia,Engelmann 1961,From M in mg: *10^-3,From Q in microW: *10^-6,
3353,4,5,Invertebrate,Coleoptera,Rhizopertha dominica,0.0014,0.0000148,25,2,,Insecta,Bostrichidae,Rhizopertha,Birch 1947,From M in mg: *10^-3,From Q in microW: *10^-6,
3354,4,5,Invertebrate,Coleoptera,Rhynchaenus flagellum,0.00051,0.0000002,25,2,,Insecta,Curculionidae,Rhynchaenus,Stromme et al. 1986,From M in mg: *10^-3,From Q in microW: *10^-6,
3355,4,5,Invertebrate,Coleoptera,Rhytinota praelonga,0.105,0.0001,25,2,,Insecta,Tenebrionidae,Rhytinota,Zachariassen et al. 1987,From M in mg: *10^-3,From Q in microW: *10^-6,
3356,4,5,Invertebrate,Coleoptera,Rhytonomus isobellina,0.0081,0.0000937,25,2,,Insecta,Curculionidae,Rhytonomus,Heatwole et al. 1986,From M in mg: *10^-3,From Q in microW: *10^-6,
3357,4,5,Invertebrate,Coleoptera,Saprinus sp.,0.00821,0.0000654,25,2,,Insecta,Histeridae,Saprinus,Mispagel 1981,From M in mg: *10^-3,From Q in microW: *10^-6,
3358,4,5,Invertebrate,Coleoptera,Scarabaeus flavicornis,0.322,0.0004837,25,2,,Insecta,Scarabaeidae,Scarabaeus,Duncan & Byrne 2000,From M in mg: *10^-3,From Q in microW: *10^-6,
3359,4,5,Invertebrate,Coleoptera,Scarabaeus galenus,1.681,0.0008817,25,2,,Insecta,Scarabaeidae,Scarabaeus,Chown & Davis 2003,From M in mg: *10^-3,From Q in microW: *10^-6,
3360,4,5,Invertebrate,Coleoptera,Scarabaeus gariepinus,1.14,0.000288,25,2,,Insecta,Scarabaeidae,Scarabaeus,Davis et al. 2000,From M in mg: *10^-3,From Q in microW: *10^-6,
3361,4,5,Invertebrate,Coleoptera,Scarabaeus hippocrates,2.01,0.0006221,25,2,,Insecta,Scarabaeidae,Scarabaeus,Davis et al. 2000,From M in mg: *10^-3,From Q in microW: *10^-6,
3362,4,5,Invertebrate,Coleoptera,Scarabaeus rusticus,1.07,0.0006962,25,2,,Insecta,Scarabaeidae,Scarabaeus,Davis et al. 2000,From M in mg: *10^-3,From Q in microW: *10^-6,
3363,4,5,Invertebrate,Coleoptera,Scarabaeus striatum,0.79,0.0002826,25,2,,Insecta,Scarabaeidae,Scarabaeus,Davis et al. 2000,From M in mg: *10^-3,From Q in microW: *10^-6,
3364,4,5,Invertebrate,Coleoptera,Scarabaeus westwoodi,1.78,0.0013247,25,2,,Insecta,Scarabaeidae,Scarabaeus,Davis et al. 2000,From M in mg: *10^-3,From Q in microW: *10^-6,
3365,4,5,Invertebrate,Coleoptera,Simplocaria metallica,0.00285,0.0000005,25,2,,Insecta,Byrrhidae,Simplocaria,Stromme et al. 1986,From M in mg: *10^-3,From Q in microW: *10^-6,
3366,4,5,Invertebrate,Coleoptera,Sisiyphys fasciculatus,0.136,0.0003751,25,2,,Insecta,Scarabaeidae,Sisiyphys,Duncan & Byrne 2000,From M in mg: *10^-3,From Q in microW: *10^-6,
3367,4,5,Invertebrate,Coleoptera,Sitophilus granarius,0.00368,0.0001396,25,2,,Insecta,Curculionidae,Sitophilus,Campbell et al. 1976,From M in mg: *10^-3,From Q in microW: *10^-6,
3368,4,5,Invertebrate,Coleoptera,Smicronyx imbricata,0.00032,0.0000036,25,2,,Insecta,Curculionidae,Smicronyx,Mispagel 1981,From M in mg: *10^-3,From Q in microW: *10^-6,
3369,4,5,Invertebrate,Coleoptera,Sphaeridium lunatum,0.034,0.0001755,25,2,,Insecta,Hydrophilidae,Sphaeridium,Holter & Spangenberg 1997,From M in mg: *10^-3,From Q in microW: *10^-6,
3370,4,5,Invertebrate,Coleoptera,Sphaeriontis dilatata,0.046,0.0001507,25,2,,Insecta,Tenebrionidae,Sphaeriontis,Mispagel 1981,From M in mg: *10^-3,From Q in microW: *10^-6,
3371,4,5,Invertebrate,Coleoptera,Sphaeroderus stenostomus,0.1696,0.0002621,25,2,,Insecta,Carabidae,Sphaeroderus,Reichle 1968,From M in mg: *10^-3,From Q in microW: *10^-6,
3372,4,5,Invertebrate,Coleoptera,Stenocara gracilipes,0.268,0.0004763,25,2,,Insecta,Tenebrionidae,Stenocara,Lighton 1991,From M in mg: *10^-3,From Q in microW: *10^-6,
3373,4,5,Invertebrate,Coleoptera,Stenodontes molaria,2.944,0.0063939,25,2,,Insecta,Cerambycidae,Stenodontes,Bartholomew & Casey 1977,From M in mg: *10^-3,From Q in microW: *10^-6,
3374,4,5,Invertebrate,Coleoptera,Stenodontes sp.,1.043,0.0020406,25,2,,Insecta,Cerambycidae,Stenodontes,Bartholomew & Casey 1977,From M in mg: *10^-3,From Q in microW: *10^-6,
3375,4,5,Invertebrate,Coleoptera,Strategus aloeus,5.05,0.0051496,25,2,,Insecta,Scarabaeidae,Strategus,Bartholomew & Casey 1977,From M in mg: *10^-3,From Q in microW: *10^-6,
3376,4,5,Invertebrate,Coleoptera,Taeinotes scalaris,0.397,0.0009523,25,2,,Insecta,Cerambycidae,Taeinotes,Bartholomew & Casey 1977,From M in mg: *10^-3,From Q in microW: *10^-6,
3377,4,5,Invertebrate,Coleoptera,Tenebrio molitor,0.1,0.0003722,25,2,,Insecta,Tenebrionidae,Tenebrio,Keister & Buck 1964,From M in mg: *10^-3,From Q in microW: *10^-6,
3378,4,5,Invertebrate,Coleoptera,Thermophilum babaulti,1.295,0.0032239,25,2,,Insecta,Carabidae,Thermophilum,Zachariassen et al. 1987,From M in mg: *10^-3,From Q in microW: *10^-6,
3379,4,5,Invertebrate,Coleoptera,Thermophilum hexastictum,2.025,0.0024232,25,2,,Insecta,Carabidae,Thermophilum,Zachariassen et al. 1987,From M in mg: *10^-3,From Q in microW: *10^-6,
3380,4,5,Invertebrate,Coleoptera,Trachysomus peregrinus,0.547,0.0006038,25,2,,Insecta,Cerambycidae,Trachysomus,Bartholomew & Casey 1977,From M in mg: *10^-3,From Q in microW: *10^-6,
3381,4,5,Invertebrate,Coleoptera,Triaenogeius scupturatus,0.17,0.0003418,25,2,,Insecta,Carabidae,Triaenogeius,Zachariassen et al. 1987,From M in mg: *10^-3,From Q in microW: *10^-6,
3382,4,5,Invertebrate,Coleoptera,Tribolium castaneum,0.0024,0.000013,25,2,,Insecta,Tenebrionidae,Tribolium,"Chown lab, unpublished data",From M in mg: *10^-3,From Q in microW: *10^-6,
3383,4,5,Invertebrate,Coleoptera,Tribolium confusum,0.00201,0.0000163,25,2,,Insecta,Tenebrionidae,Tribolium,Edwards 1958,From M in mg: *10^-3,From Q in microW: *10^-6,
3384,4,5,Invertebrate,Coleoptera,Triorophus laevis,0.00846,0.0001077,25,2,,Insecta,Tenebrionidae,Triorophus,Mispagel 1981,From M in mg: *10^-3,From Q in microW: *10^-6,
3385,4,5,Invertebrate,Coleoptera,Trogloderus costatus,0.02987,0.0000931,25,2,,Insecta,Tenebrionidae,Trogloderus,Mispagel 1981,From M in mg: *10^-3,From Q in microW: *10^-6,
3386,4,5,Invertebrate,Coleoptera,Unknown,0.0076,0.0000146,11.5,2,,Insecta,,Notiophilus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3387,4,5,Invertebrate,Coleoptera,Unknown,0.0076,0.0000146,18.5,2,,Insecta,,Notiophilus,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3388,4,5,Invertebrate,Coleoptera,Unknown,0.00089,0.00000134,25,2,,Insecta,Carabidae,Unknown,Engelmann 1961,From M in mg: *10^-3,From Q in microW: *10^-6,
3389,4,5,Invertebrate,Coleoptera,Unknown,0.079,0.0005332,25,2,,Insecta,Carabidae,Unknown,Zachariassen et al. 1988,From M in mg: *10^-3,From Q in microW: *10^-6,
3390,4,5,Invertebrate,Coleoptera,Unknown,0.0003,0.00000163,25,2,,Insecta,Curculionidae,Unknown,Mispagel 1981,From M in mg: *10^-3,From Q in microW: *10^-6,
3391,4,5,Invertebrate,Coleoptera,Unknown,0.193,0.0001201,25,2,,Insecta,Curculionidae,Unknown,Zachariassen et al. 1988,From M in mg: *10^-3,From Q in microW: *10^-6,
3392,4,5,Invertebrate,Coleoptera,Unknown,0.0105,0.000007,25,2,,Insecta,Curculionidae,Unknown,Zachariassen et al. 1988,From M in mg: *10^-3,From Q in microW: *10^-6,
3393,4,5,Invertebrate,Coleoptera,Unknown,0.000089,0.00000034,25,2,,Insecta,Staphilinidae,Unknown,Engelmann 1961,From M in mg: *10^-3,From Q in microW: *10^-6,
3394,4,5,Invertebrate,Coleoptera,Unknown,0.2495,0.0000931,8,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3395,4,5,Invertebrate,Coleoptera,Unknown,0.2984,0.0000899,8,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3396,4,5,Invertebrate,Coleoptera,Unknown,0.1583,0.0000753,8,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3397,4,5,Invertebrate,Coleoptera,Unknown,0.1777,0.0000591,8,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3398,4,5,Invertebrate,Coleoptera,Unknown,0.1523,0.0000818,8,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3399,4,5,Invertebrate,Coleoptera,Unknown,0.1257,0.0000915,8,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3400,4,5,Invertebrate,Coleoptera,Unknown,0.2975,0.000131153,11.5,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3401,4,5,Invertebrate,Coleoptera,Unknown,0.2155,0.000134391,11.5,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3402,4,5,Invertebrate,Coleoptera,Unknown,0.2598,0.000146535,11.5,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3403,4,5,Invertebrate,Coleoptera,Unknown,0.2835,0.000153012,11.5,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3404,4,5,Invertebrate,Coleoptera,Unknown,0.1552,0.0000721,11.5,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3405,4,5,Invertebrate,Coleoptera,Unknown,0.2959,0.00011658,11.5,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3406,4,5,Invertebrate,Coleoptera,Unknown,0.1488,0.0000818,11.5,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3407,4,5,Invertebrate,Coleoptera,Unknown,0.3031,0.000197539,15,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3408,4,5,Invertebrate,Coleoptera,Unknown,0.2655,0.000303595,15,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3409,4,5,Invertebrate,Coleoptera,Unknown,0.249,0.000085,15,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3410,4,5,Invertebrate,Coleoptera,Unknown,0.31,0.000178109,15,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3411,4,5,Invertebrate,Coleoptera,Unknown,0.3153,0.000475227,15,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3412,4,5,Invertebrate,Coleoptera,Unknown,0.363,0.000216159,15,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3413,4,5,Invertebrate,Coleoptera,Unknown,0.1856,0.0000801,15,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3414,4,5,Invertebrate,Coleoptera,Unknown,0.2165,0.00011739,15,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3415,4,5,Invertebrate,Coleoptera,Unknown,0.2995,0.000238828,18.5,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3416,4,5,Invertebrate,Coleoptera,Unknown,0.3172,0.000358647,18.5,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3417,4,5,Invertebrate,Coleoptera,Unknown,0.3029,0.000357837,18.5,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3418,4,5,Invertebrate,Coleoptera,Unknown,0.2681,0.000300356,18.5,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3419,4,5,Invertebrate,Coleoptera,Unknown,0.2852,0.000190253,18.5,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3420,4,5,Invertebrate,Coleoptera,Unknown,0.1703,0.000128724,18.5,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3421,4,5,Invertebrate,Coleoptera,Unknown,0.3482,0.00039103,18.5,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3422,4,5,Invertebrate,Coleoptera,Unknown,0.1801,0.000282546,18.5,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3423,4,5,Invertebrate,Coleoptera,Unknown,0.2148,0.000144106,18.5,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3424,4,5,Invertebrate,Coleoptera,Unknown,0.1976,0.000661432,22,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3425,4,5,Invertebrate,Coleoptera,Unknown,0.2456,0.000597474,22,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3426,4,5,Invertebrate,Coleoptera,Unknown,0.1746,0.000348931,22,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3427,4,5,Invertebrate,Coleoptera,Unknown,0.1577,0.000501943,22,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3428,4,5,Invertebrate,Coleoptera,Unknown,0.2994,0.000311691,22,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3429,4,5,Invertebrate,Coleoptera,Unknown,0.3487,0.000402364,22,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3430,4,5,Invertebrate,Coleoptera,Unknown,0.1804,0.000340026,22,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3431,4,5,Invertebrate,Coleoptera,Unknown,0.1568,0.000428271,22,2,,Insecta,,Abax,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3432,4,5,Invertebrate,Coleoptera,Unknown,0.002444,0.00000178,10,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3433,4,5,Invertebrate,Coleoptera,Unknown,0.002306,0.00000259,10,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3434,4,5,Invertebrate,Coleoptera,Unknown,0.002508,0.00000259,10,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3435,4,5,Invertebrate,Coleoptera,Unknown,0.002578,0.00000194,10,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3436,4,5,Invertebrate,Coleoptera,Unknown,0.002636,0.0000047,10,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3437,4,5,Invertebrate,Coleoptera,Unknown,0.002662,0.0000034,10,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3438,4,5,Invertebrate,Coleoptera,Unknown,0.002348,0.000000971,10,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3439,4,5,Invertebrate,Coleoptera,Unknown,0.00285,0.00000146,5,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3440,4,5,Invertebrate,Coleoptera,Unknown,0.00287,0.00000146,5,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3441,4,5,Invertebrate,Coleoptera,Unknown,0.002218,0.00000178,5,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3442,4,5,Invertebrate,Coleoptera,Unknown,0.00223,0.00000121,5,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3443,4,5,Invertebrate,Coleoptera,Unknown,0.00224,0.00000283,5,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3444,4,5,Invertebrate,Coleoptera,Unknown,0.002436,0.00000194,5,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3445,4,5,Invertebrate,Coleoptera,Unknown,0.002435,0.00000146,5,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3446,4,5,Invertebrate,Coleoptera,Unknown,0.002532,0.00000081,5,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3447,4,5,Invertebrate,Coleoptera,Unknown,0.002196,0.00000121,5,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3448,4,5,Invertebrate,Coleoptera,Unknown,0.002321,0.000003805,10,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3449,4,5,Invertebrate,Coleoptera,Unknown,0.002161,0.00000291,10,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3450,4,5,Invertebrate,Coleoptera,Unknown,0.002156,0.00000356,10,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3451,4,5,Invertebrate,Coleoptera,Unknown,0.002248,0.00000275,10,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3452,4,5,Invertebrate,Coleoptera,Unknown,0.002392,0.00000291,10,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3453,4,5,Invertebrate,Coleoptera,Unknown,0.002378,0.00000308,10,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3454,4,5,Invertebrate,Coleoptera,Unknown,0.002102,0.00000243,10,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3455,4,5,Invertebrate,Coleoptera,Unknown,0.002077,0.00000478,10,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3456,4,5,Invertebrate,Coleoptera,Unknown,0.0021,0.0000068,15,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3457,4,5,Invertebrate,Coleoptera,Unknown,0.0023125,0.00000668,20,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3458,4,5,Invertebrate,Coleoptera,Unknown,0.002266,0.00000955,25,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3459,4,5,Invertebrate,Coleoptera,Unknown,0.002306,0.0000105,25,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3460,4,5,Invertebrate,Coleoptera,Unknown,0.002098,0.00000599,20,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3461,4,5,Invertebrate,Coleoptera,Unknown,0.00198,0.00000551,20,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
3462,4,5,Invertebrate,Coleoptera,Unknown,0.002368,0.00000567,20,2,,Insecta,,Bembidion,Ehnes Rall Brose 2011,mg -> g: *10^-3,J/h -> W: /3600,
